Experiment,State,test_balanced_accuracy,crossvalidate.features,model.n_estimators,model.max_depth,model.max_features,model.max_leaf_nodes,model.min_samples_leaf,model.min_weight_fraction_leaf,data/features.pkl,data/features_rank.pkl,data/train_features.pkl
nifty-pech,,0.688295660161997,20,100,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
peaky-hill,,0.6915261509197883,20,50,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
straw-stob,,0.6899788528875922,20,1000,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sudsy-darg,,0.689946829929299,20,500,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
riant-body,,0.6840005544268996,20,200,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
seral-bias,,0.6900936210761283,20,100,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lushy-upas,,0.6850540335498618,20,50,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
rathe-lays,,0.6868081973886906,20,1000,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
muzzy-sail,,0.687748741858596,20,500,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
honey-deep,,0.6909549672998738,20,200,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pawky-yobs,,0.6868076355670777,20,100,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
glary-raja,,0.6900642756270401,20,50,3,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pyoid-hunt,,0.6910226194788311,20,1000,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lurid-ibex,,0.6893076389457494,20,500,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
power-doge,,0.6931475827505503,20,200,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fined-suss,,0.686261704346863,20,100,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
folio-zoea,,0.6792970275919289,20,50,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
magic-mobs,,0.6905117799769658,20,1000,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tiled-pupa,,0.6897499046100835,20,500,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
silly-shes,,0.6917189098783629,20,200,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lardy-pate,,0.687169642459488,20,100,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ghast-rues,,0.6851845603744542,20,50,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hammy-mako,,0.689127338768725,20,1000,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pesky-tale,,0.6922500939384821,20,500,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
silly-bite,,0.6876412185022586,20,200,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tamed-vane,,0.6964666916194622,20,100,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
jumpy-wain,,0.6955448794224506,20,50,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pavid-toea,,0.688621526191994,20,1000,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
barer-puku,,0.6893789492268485,20,500,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
balmy-lava,,0.6894097728198885,20,200,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tuned-crag,,0.6877737799403256,20,100,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fiery-monk,,0.686647098185334,20,50,3,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tiled-uvea,,0.6889900757471161,20,1000,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
elder-pant,,0.6908443062264468,20,500,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
acred-mays,,0.6929894673196026,20,200,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
above-yack,,0.6886226182338968,20,100,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
nicer-gaze,,0.6957077668369902,20,50,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
seral-snip,,0.6907653688088121,20,1000,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bluff-nosh,,0.6890740175865553,20,500,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
doped-sons,,0.6905125644585564,20,200,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dizzy-torc,,0.6869156203846013,20,100,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tamer-rotl,,0.6908262011580906,20,50,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pious-pita,,0.6892212112370815,20,1000,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tacky-size,,0.6915455719052582,20,500,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lucky-yell,,0.6909029846506671,20,200,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
quare-sale,,0.6909375239819171,20,100,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tonic-sail,,0.6897273166058742,20,50,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
blank-pein,,0.6895605172604221,20,1000,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
briny-dent,,0.6916681430176984,20,500,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sural-morn,,0.6887826288529816,20,200,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
muggy-aria,,0.6932349910015807,20,100,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fatal-uvea,,0.6926690938613695,20,50,3,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
elite-prob,,0.7230522550066285,10,1000,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
aging-math,,0.7238695817751832,10,500,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
acred-gape,,0.7207014768771629,10,200,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
nowed-gape,,0.7182081204473841,10,100,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
risen-souk,,0.718934257028904,10,50,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
birch-chad,,0.7241142427319802,10,1000,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mixed-prof,,0.721242446406025,10,500,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
coxal-coth,,0.7202056180635281,10,200,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fresh-grig,,0.7185482131633434,10,100,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
quasi-molt,,0.7225854344930236,10,50,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gushy-mine,,0.7221105371251623,10,1000,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hammy-bott,,0.724701851827044,10,500,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
blear-yawl,,0.7188713869984993,10,200,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pedal-coat,,0.7254961408599152,10,100,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
livid-coze,,0.7144258382468254,10,50,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
zonal-chis,,0.7233486714427191,10,1000,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
eerie-leaf,,0.7234053690965834,10,500,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
biped-azan,,0.7249447820240732,10,200,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bluff-goaf,,0.7231027890457652,10,100,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
beaut-jake,,0.7206724588462187,10,50,20,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
leady-dona,,0.7332117884507482,10,1000,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
riven-orcs,,0.7365437582248784,10,500,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
molar-ados,,0.7360795134908481,10,200,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lowse-dook,,0.7342186055233194,10,100,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
loral-impi,,0.7308499863733161,10,50,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
glare-navy,,0.7415125037954707,10,1000,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
funny-zigs,,0.7418920326015441,10,500,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
duddy-lich,,0.7400908831427142,10,200,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
rimed-pith,,0.7399310815825813,10,100,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lousy-more,,0.740487005404819,10,50,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gypsy-tell,,0.7418177401423542,10,1000,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
wersh-nibs,,0.7413351506786348,10,500,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
print-taro,,0.7431180815484099,10,200,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
riant-drum,,0.7414023356114561,10,100,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
scrap-erns,,0.7401344264718136,10,50,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sooth-lama,,0.7411095165887687,10,1000,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ruddy-view,,0.7425988460417743,10,500,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fetal-caps,,0.7412758420041367,10,200,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
puffy-gnat,,0.7449171891760734,10,100,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
cheek-slaw,,0.7439410099689931,10,50,20,sqrt,,10,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tarry-eyot,,0.7447864072621838,10,1000,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
inner-flea,,0.7435413081125842,10,500,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dizzy-epha,,0.7442027082003064,10,200,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
uncut-hugs,,0.7412188362522767,10,100,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
inane-farm,,0.7412917396808686,10,50,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tuned-spit,,0.7563704368579339,10,1000,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
biped-waws,,0.7560223413898698,10,500,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
azure-wino,,0.756505439614207,10,200,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
paced-runs,,0.757039815347883,10,100,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dated-zila,,0.7539839316610182,10,50,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
aglow-song,,0.7561478481831229,10,1000,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
leggy-lamb,,0.7550105517425705,10,500,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
flown-ciao,,0.7580799690443187,10,200,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
kraal-sine,,0.75295685805931,10,100,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
young-leas,,0.7628230856961986,10,50,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
burly-plum,,0.7586786936818639,10,1000,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
miffy-tire,,0.7592859901355398,10,500,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hooly-cony,,0.7583154271651541,10,200,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
flawy-ibex,,0.757491676538861,10,100,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dishy-skip,,0.752834535771174,10,50,20,sqrt,,5,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gouty-kind,,0.7474754576973923,10,1000,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
apeak-stud,,0.7506938332356148,10,500,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
rooky-ruby,,0.7513692821411919,10,200,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fresh-fuzz,,0.7452720481279804,10,100,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
smart-ones,,0.7491149910184933,10,50,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
comfy-kiwi,,0.7631224496042321,10,1000,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
muggy-toea,,0.7647326155995225,10,500,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
eerie-hips,,0.7674501478919207,10,200,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
testy-skip,,0.7633591140137203,10,100,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
piney-acne,,0.765163884564075,10,50,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fazed-zila,,0.7746163926574693,10,1000,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
natal-sous,,0.7728909521279074,10,500,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bulgy-jird,,0.7719337372235952,10,200,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
risky-mats,,0.7650535561377864,10,100,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
kinky-pech,,0.7652069050897234,10,50,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
snaky-hymn,,0.7777626383265983,10,1000,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tenth-snib,,0.7732516649122896,10,500,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
oleic-vela,,0.7723735888502433,10,200,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
foggy-wage,,0.7686392359890861,10,100,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lyric-ball,,0.7611060932002018,10,50,20,sqrt,,1,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tumid-dawn,,0.7245241345965263,10,1000,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
twill-wave,,0.7232753275364516,10,500,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
waste-rail,,0.7228024516090562,10,200,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
jural-aria,,0.7175312940261669,10,100,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
burly-chiv,,0.7220886656984338,10,50,10,sqrt,,20,0.0,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
