Experiment,State,test_balanced_accuracy,crossvalidate.features,model.n_estimators,model.max_depth,model.max_features,model.max_leaf_nodes,model.min_samples_leaf,model.min_weight_fraction_leaf,model.class_weight,data/features.pkl,data/features_rank.pkl,data/train_features.pkl
noisy-synd,Failed,0.7988791036255554,40,500,5,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
amort-hunt,Failed,0.7988791036255554,40,200,5,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
moldy-hood,Failed,0.7988791036255554,40,50,5,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
boozy-cart,Failed,0.7988791036255554,40,100,5,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
boric-look,Failed,0.7988791036255554,40,1000,5,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
rarer-lays,Failed,0.7988791036255554,40,500,5,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
light-want,Failed,0.7988791036255554,40,200,5,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
massy-roma,Failed,0.7988791036255554,40,100,5,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pukka-tare,Failed,0.7988791036255554,40,50,5,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
toxic-veep,Failed,0.7988791036255554,40,1000,5,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
manky-coed,Failed,0.7988791036255554,40,500,5,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
wrong-mold,Failed,0.7988791036255554,40,200,5,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ovoid-sway,Failed,0.7988791036255554,40,50,5,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
minor-myth,Failed,0.7988791036255554,40,100,5,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
trade-bean,Failed,0.7988791036255554,40,1000,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
beamy-pats,Failed,0.7988791036255554,40,200,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
soapy-reef,Failed,0.7988791036255554,40,500,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
amber-lamb,Failed,0.7988791036255554,40,100,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
outer-kegs,Failed,0.7988791036255554,40,50,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pucka-heel,Failed,0.7988791036255554,40,1000,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
slant-wide,Failed,0.7988791036255554,40,500,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
podgy-moot,Failed,0.7988791036255554,40,200,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
drear-kail,Failed,0.7988791036255554,40,50,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lying-rift,Failed,0.7988791036255554,40,100,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fusil-ossa,Failed,0.7988791036255554,40,1000,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
peart-dops,Failed,0.7988791036255554,40,500,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lower-amie,Failed,0.7988791036255554,40,200,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
small-pecs,Failed,0.7988791036255554,40,100,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
swell-bras,Failed,0.7988791036255554,40,50,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
minor-sike,Failed,0.7988791036255554,40,1000,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
minor-horn,Failed,0.7988791036255554,40,500,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
murky-rial,Failed,0.7988791036255554,40,200,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mossy-jags,Failed,0.7988791036255554,40,100,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
iliac-mirk,Failed,0.7988791036255554,40,50,5,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
yolky-mime,Failed,0.7988791036255554,40,500,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dowdy-gash,Failed,0.7988791036255554,40,1000,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
keyed-much,Failed,0.7988791036255554,40,200,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
undug-gram,Failed,0.7988791036255554,40,100,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
slung-toby,Failed,0.7988791036255554,40,50,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sulky-tare,Failed,0.7988791036255554,40,1000,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fetid-dona,Failed,0.7988791036255554,40,500,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
extra-vans,Failed,0.7988791036255554,40,200,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pudgy-line,Failed,0.7988791036255554,40,100,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
rapid-mean,Failed,0.7988791036255554,40,50,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
finer-zone,Failed,0.7988791036255554,40,500,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pally-clog,Failed,0.7988791036255554,40,1000,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bijou-chin,Failed,0.7988791036255554,40,200,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ratty-more,Failed,0.7988791036255554,40,100,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
moony-shah,Failed,0.7988791036255554,40,50,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
wedgy-lava,Failed,0.7988791036255554,40,1000,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
purer-jigs,Failed,0.7988791036255554,40,200,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
splay-vang,Failed,0.7988791036255554,40,500,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mesne-loge,Failed,0.7988791036255554,40,100,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
compo-arks,Failed,0.7988791036255554,40,50,5,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
kacha-bolo,Failed,0.7988791036255554,40,1000,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lower-leak,Failed,0.7988791036255554,40,500,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
duddy-gyms,Failed,0.7988791036255554,40,200,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
natal-roma,Failed,0.7988791036255554,40,100,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dormy-pope,Failed,0.7988791036255554,40,1000,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
liege-juts,Failed,0.7988791036255554,40,50,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
cased-suss,Failed,0.7988791036255554,40,500,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hunky-uvea,Failed,0.7988791036255554,40,200,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ceric-cham,Failed,0.7988791036255554,40,100,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
direr-pons,Failed,0.7988791036255554,40,50,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
white-vane,Failed,0.7988791036255554,40,1000,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
leaky-mako,Failed,0.7988791036255554,40,500,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
finny-gaff,Failed,0.7988791036255554,40,200,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
later-aria,Failed,0.7988791036255554,40,50,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tarot-drab,Failed,0.7988791036255554,40,100,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
every-zoea,Failed,0.7988791036255554,40,1000,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
raspy-sley,Failed,0.7988791036255554,40,500,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
agape-epha,Failed,0.7988791036255554,40,200,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
oiled-pant,Failed,0.7988791036255554,40,100,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mothy-cyst,Failed,0.7988791036255554,40,50,3,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
beaky-vise,Failed,0.7988791036255554,40,500,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
paper-buhl,Failed,0.7988791036255554,40,1000,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
volar-aqua,Failed,0.7988791036255554,40,200,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fried-seam,Failed,0.7988791036255554,40,100,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pudgy-doit,Failed,0.7988791036255554,40,50,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
filmy-newt,Failed,0.7988791036255554,40,1000,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
stray-buck,Failed,0.7988791036255554,40,500,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
leaky-chis,Failed,0.7988791036255554,40,200,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
oaten-yolk,Failed,0.7988791036255554,40,100,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
first-alap,Failed,0.7988791036255554,40,50,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
washy-raid,Failed,0.7988791036255554,40,1000,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
typed-rise,Failed,0.7988791036255554,40,500,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
faced-muss,Failed,0.7988791036255554,40,200,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
aulic-boll,Failed,0.7988791036255554,40,100,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
after-vows,Failed,0.7988791036255554,40,50,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gimpy-knit,Failed,0.7988791036255554,40,1000,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ducky-look,Failed,0.7988791036255554,40,500,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
rural-grub,Failed,0.7988791036255554,40,100,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
cered-milo,Failed,0.7988791036255554,40,200,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
soppy-phon,Failed,0.7988791036255554,40,50,3,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
yucky-nosh,Failed,0.7988791036255554,40,500,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
oaken-hood,Failed,0.7988791036255554,40,1000,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
unfed-zest,Failed,0.7988791036255554,40,200,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
finny-rims,Failed,0.7988791036255554,40,100,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
waxen-jags,Failed,0.7988791036255554,40,50,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
other-abac,Failed,0.7988791036255554,40,1000,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
minor-sail,Failed,0.7988791036255554,40,500,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tipsy-okra,Failed,0.7988791036255554,40,200,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
meaty-lats,Failed,0.7988791036255554,40,100,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
calmy-lien,Failed,0.7988791036255554,40,50,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
glare-juts,Failed,0.7988791036255554,40,500,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
filmy-paws,Failed,0.7988791036255554,40,1000,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
empty-hymn,Failed,0.7988791036255554,40,200,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
rusty-sale,Failed,0.7988791036255554,40,100,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
naval-peer,Failed,0.7988791036255554,40,50,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dizzy-stay,Failed,0.7988791036255554,40,1000,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
rocky-hogs,Failed,0.7988791036255554,40,500,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
aroid-lack,Failed,0.7988791036255554,40,200,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
broad-jill,Failed,0.7988791036255554,40,100,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
so-so-emus,Failed,0.7988791036255554,40,50,3,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tangy-miss,Failed,0.7988791036255554,40,1000,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
coxal-pots,Failed,0.7988791036255554,40,500,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
wacky-rial,Failed,0.7988791036255554,40,200,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
piano-plow,Failed,0.7988791036255554,40,100,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ahead-doxy,Failed,0.7988791036255554,40,1000,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
shyer-hobo,Failed,0.7988791036255554,40,50,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
joint-envy,Failed,0.7988791036255554,40,500,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
runty-delf,Failed,0.7988791036255554,40,200,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sarky-akes,Failed,0.7988791036255554,40,100,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lousy-haet,Failed,0.7988791036255554,40,50,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sorer-hake,Failed,0.7988791036255554,40,1000,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
myoid-smut,Failed,0.7988791036255554,40,500,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
apish-cart,Failed,0.7988791036255554,40,100,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
laigh-coze,Failed,0.7988791036255554,40,200,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
front-pees,Failed,0.7988791036255554,40,50,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
suave-pees,Failed,0.7988791036255554,40,1000,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
nubby-yard,Failed,0.7988791036255554,40,500,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
beaky-dams,Failed,0.7988791036255554,40,200,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
