Experiment,State,test_balanced_accuracy,crossvalidate.features,model.n_estimators,model.max_depth,model.max_features,model.max_leaf_nodes,model.min_samples_leaf,model.min_weight_fraction_leaf,model.class_weight,data/features.pkl,data/features_rank.pkl,data/train_features.pkl
nubby-jots,Failed,0.7988791036255554,40,100,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
boozy-farm,Failed,0.7988791036255554,40,50,3,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
spiny-body,Failed,0.7988791036255554,20,1000,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
quiet-lats,Failed,0.7988791036255554,20,500,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sound-shay,Failed,0.7988791036255554,20,100,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
crass-hogs,Failed,0.7988791036255554,20,200,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
taunt-maid,Failed,0.7988791036255554,20,50,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gaunt-lahs,Failed,0.7988791036255554,20,1000,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
lairy-song,Failed,0.7988791036255554,20,200,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bland-heck,Failed,0.7988791036255554,20,500,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
raspy-woes,Failed,0.7988791036255554,20,100,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
other-slue,Failed,0.7988791036255554,20,1000,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
adust-acts,Failed,0.7988791036255554,20,50,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sharp-bott,Failed,0.7988791036255554,20,500,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gusty-loof,Failed,0.7988791036255554,20,100,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
shore-jaws,Failed,0.7988791036255554,20,200,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
silty-monk,Failed,0.7988791036255554,20,50,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
whist-ball,Failed,0.7988791036255554,20,1000,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
astir-wort,Failed,0.7988791036255554,20,500,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bovid-flea,Failed,0.7988791036255554,20,200,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
cered-bite,Failed,0.7988791036255554,20,100,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
swish-diva,Failed,0.7988791036255554,20,50,,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
guest-kegs,Failed,0.7988791036255554,20,1000,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
felon-jeer,Failed,0.7988791036255554,20,500,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
light-dees,Failed,0.7988791036255554,20,200,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
weeny-ship,Failed,0.7988791036255554,20,100,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
forky-mere,Failed,0.7988791036255554,20,50,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
proof-peba,Failed,0.7988791036255554,20,1000,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
drawn-knap,Failed,0.7988791036255554,20,500,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
abuzz-taus,Failed,0.7988791036255554,20,200,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
noble-daff,Failed,0.7988791036255554,20,100,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
typed-rick,Failed,0.7988791036255554,20,50,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
frail-cyma,Failed,0.7988791036255554,20,1000,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
named-wort,Failed,0.7988791036255554,20,500,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
world-name,Failed,0.7988791036255554,20,200,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hilly-wins,Failed,0.7988791036255554,20,100,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
purer-pons,Failed,0.7988791036255554,20,50,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
moony-bond,Failed,0.7988791036255554,20,1000,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
inert-gyro,Failed,0.7988791036255554,20,200,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
smoky-lats,Failed,0.7988791036255554,20,500,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
minor-pour,Failed,0.7988791036255554,20,100,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
zonal-yell,Failed,0.7988791036255554,20,50,,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
spiky-sand,Failed,0.7988791036255554,20,1000,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dosed-prat,Failed,0.7988791036255554,20,500,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
empty-rues,Failed,0.7988791036255554,20,200,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mossy-vlei,Failed,0.7988791036255554,20,100,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
holey-peer,Failed,0.7988791036255554,20,1000,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
rival-ease,Failed,0.7988791036255554,20,50,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
cutty-jato,Failed,0.7988791036255554,20,500,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
added-gigs,Failed,0.7988791036255554,20,200,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fried-dook,Failed,0.7988791036255554,20,100,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
added-cyma,Failed,0.7988791036255554,20,50,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bluer-sima,Failed,0.7988791036255554,20,500,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
first-yobs,Failed,0.7988791036255554,20,1000,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
agape-ludo,Failed,0.7988791036255554,20,200,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
shoed-army,Failed,0.7988791036255554,20,100,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
whole-haet,Failed,0.7988791036255554,20,1000,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
oared-dabs,Failed,0.7988791036255554,20,50,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gulfy-saga,Failed,0.7988791036255554,20,500,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bluer-coth,Failed,0.7988791036255554,20,200,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
after-yawl,Failed,0.7988791036255554,20,100,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
vogie-body,Failed,0.7988791036255554,20,50,,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mangy-wise,Failed,0.7988791036255554,20,1000,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
compo-kiwi,Failed,0.7988791036255554,20,500,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
toxic-tort,Failed,0.7988791036255554,20,200,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
oiled-synd,Failed,0.7988791036255554,20,100,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
pasty-taka,Failed,0.7988791036255554,20,50,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
cutty-morn,Failed,0.7988791036255554,20,500,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
aural-sorb,Failed,0.7988791036255554,20,1000,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
apeak-wean,Failed,0.7988791036255554,20,200,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
keyed-agas,Failed,0.7988791036255554,20,50,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tangy-rale,Failed,0.7988791036255554,20,100,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
vying-soja,Failed,0.7988791036255554,20,1000,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
prize-sing,Failed,0.7988791036255554,20,200,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
zinky-daws,Failed,0.7988791036255554,20,500,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
solar-fool,Failed,0.7988791036255554,20,100,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
parky-tuts,Failed,0.7988791036255554,20,50,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
myoid-crag,Failed,0.7988791036255554,20,1000,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dress-good,Failed,0.7988791036255554,20,500,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
eerie-kern,Failed,0.7988791036255554,20,200,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sixty-dams,Failed,0.7988791036255554,20,100,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tubal-eyot,Failed,0.7988791036255554,20,50,,sqrt,,1,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
messy-wine,Failed,0.7988791036255554,20,1000,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
acred-cool,Failed,0.7988791036255554,20,200,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
cured-vacs,Failed,0.7988791036255554,20,500,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
sulky-snip,Failed,0.7988791036255554,20,100,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
stoic-ibex,Failed,0.7988791036255554,20,50,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
after-ghat,Failed,0.7988791036255554,20,1000,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
third-acre,Failed,0.7988791036255554,20,500,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fancy-tote,Failed,0.7988791036255554,20,200,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mired-vlei,Failed,0.7988791036255554,20,100,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
skint-chow,Failed,0.7988791036255554,20,50,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hooly-tiff,Failed,0.7988791036255554,20,1000,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ropey-bang,Failed,0.7988791036255554,20,200,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
shier-toms,Failed,0.7988791036255554,20,500,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dummy-lieu,Failed,0.7988791036255554,20,100,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
ducky-dhow,Failed,0.7988791036255554,20,1000,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hated-chat,Failed,0.7988791036255554,20,50,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
burnt-nard,Failed,0.7988791036255554,20,500,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
busty-cree,Failed,0.7988791036255554,20,200,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
snaky-ryas,Failed,0.7988791036255554,20,100,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
hooly-wire,Failed,0.7988791036255554,20,50,20,sqrt,,20,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fussy-noma,Failed,0.7988791036255554,20,500,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
stray-roam,Failed,0.7988791036255554,20,1000,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
shoed-ciao,Failed,0.7988791036255554,20,200,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tacit-soke,Failed,0.7988791036255554,20,100,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
seely-okra,Failed,0.7988791036255554,20,1000,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
boric-pear,Failed,0.7988791036255554,20,50,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mangy-jird,Failed,0.7988791036255554,20,500,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
loath-bise,Failed,0.7988791036255554,20,200,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fancy-rise,Failed,0.7988791036255554,20,100,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dorty-awls,Failed,0.7988791036255554,20,50,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
slung-sera,Failed,0.7988791036255554,20,1000,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
drawn-ones,Failed,0.7988791036255554,20,200,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
comic-merk,Failed,0.7988791036255554,20,500,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
paled-emus,Failed,0.7988791036255554,20,100,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
paper-gobs,Failed,0.7988791036255554,20,1000,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bitty-loot,Failed,0.7988791036255554,20,50,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
swell-gonk,Failed,0.7988791036255554,20,500,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fetal-stir,Failed,0.7988791036255554,20,200,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
myoid-tegu,Failed,0.7988791036255554,20,100,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
tamer-slew,Failed,0.7988791036255554,20,50,20,sqrt,,10,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
fined-flux,Failed,0.7988791036255554,20,500,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
focal-cows,Failed,0.7988791036255554,20,1000,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
mesne-horn,Failed,0.7988791036255554,20,200,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
leafy-pats,Failed,0.7988791036255554,20,100,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
privy-vela,Failed,0.7988791036255554,20,1000,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
baggy-shes,Failed,0.7988791036255554,20,50,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
dishy-boat,Failed,0.7988791036255554,20,500,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gutta-hunt,Failed,0.7988791036255554,20,100,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
bumpy-matt,Failed,0.7988791036255554,20,200,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
gutta-waws,Failed,0.7988791036255554,20,50,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
campy-juts,Failed,0.7988791036255554,20,1000,20,sqrt,,5,0.0,,770e6ac03abc8b27555137d13db3208c,a6ad43c55063b558cfcc47ad377d8cc0,4a5aabff2a3276454a6d05be013ca50c
